,video_id,comments
92,5w009XtDG4w,"['*В данном цикле видео-уроков у меня случаются тупняки или какие-то траблы, и я мог бы их вырезать, но решил оставить как есть, чтобы Вы тоже знали пути решения, если таковые глюки возникнут.*', 'рептилойд дизлайкнул :D, хотя не надо наверное так на них. Тоже ведь существа. Шикарный видосик :). Кстати, очень понравилось, что ты показываешь, что некоторые задумки не сразу получаются.', 'Тыб ссылку дал на топор в стиме. Мыб полайкали', 'Крутое видео. Хотелосьбы увидеть экспорт в Unity как правильно что куда.', 'Лайк для продвиженния канала!!!!!! Спасибо за выпуск!!!!!!!!!!!', 'класно з кристалами вийшло', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Класс столько нового узнал спасибо ❤', 'СПАСИБО!!! Очень полезная обучалка', 'Я использую 3д курсор для того чтоб по нему выставлять  ориджин. Выделяю нижние (крайние) грани/зд курсор к выделенному/ориджин к 3д курсор.']"
93,LQcntJL6UAo,"['*В данном цикле видео-уроков у меня случаются тупняки или какие-то траблы, и я мог бы их вырезать, но решил оставить как есть, чтобы Вы тоже знали пути решения, если таковые глюки возникнут.*', 'Подскажите пожалуйста каким образом происходит выделение фрагментов с 6:07 (до 6:11)', 'ctrl+r в ремешере не сработало, в чем проблема может быть?', 'Очень интересно узнать, что за тема с загрузкой моделек в Доту. \nКак залить, какие условия и сколько можно заработать?', 'Просто топор хочется сделать а точно не получается без наброска', 'А можно спросить где набросок взять ?', 'некоторые моменты непонятны', 'Спасибо большое тебе за такого рода серии видосов. Очень профитно!', 'Почему mirror не работает? Он просто внутри объекта создаётся', 'Круто 👍👌']"
94,1BD43eMfb9k,"['А есть ассет браузер или библиотека мешей? Тип тоже какие то киты сделал - гайки, деревья, дома, заборы, камни и так же подгружать в сцену?', 'При попытке взаимодействия с аддоном блендер виснет. Можно ли это как-то обойти?', 'Повторю вопрос от OIIACHO TV ""Подскажи пожалуйста. Как восстановить материал библиотеки если нечайно удалил? Пробовал удалить и установить заново, не помогло. Перестановка блендера тоже.""', 'Подскажи пожалуйста. Как восстановить материал библиотеки если нечайно удалил? Пробовал удалить и установить заново, не помогло. Перестановка блендера тоже.', 'Спасибо, полезно и без воды!', 'Спасибо!', 'Прекрасный плагин, теперь буду делать симуляции в домейне и сохранять сразу готовые пресеты', 'Ты топ', 'Супер Полезность, странно что не все знают про этот аддон... ещё были слухи про менеджер ассетов, (Кажется он даже был в альфе 2.92) но что-то его не видно , видимо в 2.92 решили не добавлять... ждём лета', 'Спасибо :)']"
95,4nv1YLUeFyU,"['00:00:00 - Вступление\n00:00:33 - Моделирование\n00:09:20 - Лоу-поли\n00:12:33 - UV развёртка\n00:22:32 - Запекание нормалей\n00:27:16 - Запекание теней\n00:35:25 - Текстурирование\n01:06:20 - Экспорт в FBX', 'Поставил бы 10 лайков!!))\nБлагодарю за Видео!', 'урок отличный, спасибо.\nМожно еще подобный с моделлингом оружия? Плюс запекание текстур', 'когда обрисовываю текстуру на модель через Stencil у меня изображение текстуры портится и плюс перенос на модель отображается криво. И получается как то некоторые частицы камней вообще не обрисовываются а просто текстура сглаживается. В чем бок не вкурсе?\nплюс заметил что ан самых кончиках не текстурит, это из за недостаточной развертки может быть?', 'Я хотел спросить почему у меня в рендеринге модель чорная вся???', 'Привет, нужен совет, у меня есть перс в скафандре с анимацией, я ему добавил лицо, как мне лицо добавить в группу, чтоб при анимации лицо двигалось вместе с персом', 'Годный контент, спасибо тебе за твои труды 🙏🏻', 'Как наложить текстуру после сохранения ? я создал модель монитора в 2.79b и когда уже собирался накладывать текстуры там не было кнопки ""Open Image"" и я не мог наложить текстуру потом установил версию 2.78 и все норм но я не знаю как наложить текстуру после сохранения так как там отсутствует панели которые есть если открыть новую работу подскажите как их вернуть что бы наложить текстуру', '👍👍👍', 'как раз вовремя']"
96,9o-8oUuqFhU,"['Что-то давно нет новых видеороликов. :(\nНадеюсь, у вас всё в порядке, и мы увидим новые уроки. :)', 'Огромное спасибо, я давно в блендере, больше 2 лет, ну относительно давно))). я методом тыка сегодня привязал объект к кости, но я сделал по другому, я создал группу вершин, установил к объекту родителя арматуру добавил тип родителя кость и потом выбрал саму кость к которой хотел привязать, теперь буду знать способ проще)', 'хорошо рассказал, спасибо', '👍👍👍', 'У меня появилась идея для видео: попробуй сделать ракету или старшип в блендере как раз на 12 апреля', 'Можно про скульптинг человека', 'Ограничители твердых тел будут?', 'Как всегда - четко и полезно! Спасибо!', 'Спасибо за видос))', 'Привет, нарисуй пожалуйста дракона пжпжпжпжпж']"
97,C0duERTfvDI,"['00:00\u200b - Clamp To\r\n01:33\u200b - Inverse Kinematics\r\n08:50\u200b - Locked Track\r\n15:10\u200b - Spine IK\r\n23:30\u200b - Track To\r\n25:53\u200b - Stretch To\n\nОригинал на английском: https://youtu.be/STqJAURUtU4', 'подскажите пожалуйста, в движении поршень начинает увеличиваться и уменьшаться в размере, что я не так сделал?', 'Блин все супер вот будет круто если ты сделаешь видео о том как оружием пользоватся брать вставлять в поножи закидывать за спину автомат и обратно)', 'Большое.... Нет, просто ОГРОМНОЕ человеческое спасибо за такой полезный урок! :)\nЕщё!!!!', 'Отличный урок ) Как раз искал как мне сделать чтобы глаза следили за камерой )) Думал через кости, но так даже легче', 'Дизлайк за то что во время объяснения одной темы переходишь на различные другие темы и тем самым пытаешь человека . Посмотри в интернете методику преподавания. Она одна на все предметы будь то математика, литература, бухгалтерский учёт или блендер например.', 'Очень классные уроки', 'Спасибо, все четко и лаконично без лишней суеты👍.  По возможности буду оставлять комментарии под вашими видео,  надеюсь это принесет хоть какую то пользу в развитии и продвижение вашего канала.', 'Очень круто. Спасибо!', 'А как сделать руку терминатора с гидравлическим цилиндром чтоб ещё и в юнити заэкспортить? Покажи пожалуйста']"
98,zQInYUigchw,"['00:00\u200b - Интро\r\n00:22\u200b - Copy Location\r\n03:46\u200b - Copy Rotation\r\n05:39\u200b - Copy Scale\r\n07:16\u200b - Limit Distance\r\n09:34\u200b - Limit Location\r\n11:37\u200b - Limit Rotation\r\n12:43\u200b - Limit Scale\r\n13:24\u200b - Maintain Volume\r\n14:00\u200b - Transformation (колесо)\n\nОригинал на английском: https://youtu.be/81SiXoAWXuU', 'Дякую за відео. Довго займаюсь з Blender а до Constraints руки ніяк не доходили.', 'на 13:55 просто лучший момент :) :) :) :)', 'Спасибо , Друже !!!', 'Айяйяй я чуть не ослеп🤣 В темноте сижу. 18:46', 'Чувак, спасибо. Надеюсь, у тебя будет время обновить этот гайд для версии 3.0 )', 'Спасибо!', 'Гениально! И просто. :)\nБуквально несколькими словами всё разжевал.', '👍👍👍', 'Очень доступно и понятно, без лишних слов, лайк!!']"
99,EX_MzN0Up74,"['Спасибо вам большое! Ваши видео всегда остаются актуальны) очень простая и понятная подача информации 💞 обожаю ваш канал', 'СПОСИБО! все очень понятно без лишней хрени!', 'Спасибо за урок! Очень помог прием с empty для поворота объекта под углом', 'на які клавіші ти нажимав щоб ізмінити коло?', 'Напишу банальную фразу, которую никогда не писал: Вижу Артидокса - ставлю лайк. Искренне надеюсь, что ситуация с военными действиями в стране не помешает тебе заниматься 3D и преподавать нам свои хитрости.', '1:17 получилась чипсинка принглз', 'Вельми дякую', 'когда я так делаю у меня камера вниз смотрит а не на цель , что делать', 'Каждый раз смотрю когда надо привязать камеру. Между максом и блендером когда прыгаешь не всегда получается запомнить подобные опреациию Спасибо', 'спасибо за урок ! А если надо чтобы плоскость всегда была повернута к камере ? Я собираюсь на нее транслировать секвенцию и важно чтобы качество секвенции не зависело от окружения, а было в том качестве какое есть по цвету. Как такое сделать ?']"
100,-j4tXcN3O3Y,"['У тебя на кисточке карта нормалей для directX а блендер на OpenGl', 'нужно инвертировать желтый, а это как раз смесь красного и зеленого, вот', 'Америка никогда не падёт от внешнего вторжения; если мы оступимся и лишимся свободы, это произойдёт лишь по нашей вине. (Авраам Линкольн)', 'Спасибо! Супер! А  можете  подсказать  как делать картинки  разных  болтов? Именно  чёрно-белое  изображение. Может знаете?', 'Спасибо за видос)', 'Зачем инвертировать!? Только вид болтать поменять, а Повернул картинку и свет и тени повернуться', 'спасибо!!', 'Спасибо за урок :)', 'Быстрее было бы в дизайнере сделать, но спасибо за объяснение техники того, как это провернуть в блендере!', 'поздравляю с 1000! Желаю дальнейшего роста канала']"
101,HW-HNbxAapw,"['в блендер 3.0 нет point instance. много чего переделали. где искать?', 'Подскажите пожалуйста, а на таких анимированных инстансах rigid body будет работать?', 'привет что делать если heksagon не движутся', 'так вот кто автор этой анимации ! я просто увидел в магазине видео вот эту анимацию', 'Ты как повар...чуток соли, чуток перца...и красота...', 'А что если нет point instans в новой версии, что делать', 'Спасибо за видос! Мое начало изучение Geometry Nodes положено! Кст можно еще поиграться с текстурой и пустышкой, тем самым получить довольно классные эффекты!', '12:20 есть способ легче. в понели трансформ выбираешь нужную ось по которой будет вращаться на пример Х и вводишь туда #frame*.5 после точки это скорость с которой он будет вращаться, я ставил 005. и нажимаешь энтер и оно само крутится. всё без лишних трудностей и танцев с бубном', 'Помогите разобраться с версией 3.0, там нет point instons', 'Вылетает при рендере в evee.']"
102,4UOjmB_Whzg,"['*Для тех у кого что-то не работает*\nЯ еще раз сам повторил урок на версии 2.93, шаг за шагом, всё в точности как на видео и всё работает!\r\nПроверяйте у себя, может вы, что-то упустили и забыли включить.', 'а что делать если взрыв не так разлетается', 'От  себя дам советы - при создании Domain сразу же меняйте папку кеширования. Сохраняйтесь на всех этапах в одну и ту же папку. Название папки должно быть на английском. У меня например была анимация с полетом ракеты и взрывом, с последующим разрушением стены. Так вот было ошибкой делать это в отдельной сцене и потом импортировать. Если кому-то нужно, чтобы анимация начиналась не с 1й секунды, а с 100 например, то выставляйте эти значения сразу же при первом этапе создания сферы и при втором при создании  Domain. А вообще, конечно, запутаться не сложно, но если повторить эти действия раз 10 то запоминается на ура. И еще когда ставите кейфреймы не забывайте нажимать I, а то некоторые ставят на какой-то кадр ключи, меняют значение и получается херня.', 'Спасибо за урок! Уже по нескольким видео пытался изобразить взрыв, только по Вашим получилось.', 'всё отлично! только как сделать так чтобы дым после взрыва плавно исчез?', 'А пресет дать нам нельзя чтоб потом редактировоать', 'у меня частицы не загораются, что делать ?', 'Если объеденить с прошлым взрывом будет ещё лучше', 'очень крутой урок , спасибо. Это оказывается легко )))', 'Люди должны тебе сказать спасибо, за помощь которую ты пре-едложил']"
103,3fX72--ndcM,"['А как экспортировать объект с этим нодом?', 'спасибо за урок', 'Здравствуйте а можно ли как то через цветной колорамп задать материалы, (4:15) т.е.  желтый цвет это материал золота, розовый - серебро, а черный допустим бронза? И всё одним материалом. С черно-белым колорампом нормальная маска получается, одно пропускает, второе не пропускает, а с цветным загвоздка.', 'что делать если у меня вобще не работает калор рамп', 'А можно к самосветящемуся материалу применить?', 'растолковали всё!', 'в русской версии не могу найти этот colorramp(( как он называется или как его найти через «добавить»?', 'Вот!! Вот это действительно годный контент! Вот бы так же подробно разобрать каждую ноду. С моделингом проблем нет, с uv разобраться тоже можно, а вот самостоятельно разобраться в нодах проблематично.', 'Спасибо за видео)', 'Спасибо, очень доступно']"
104,uF_x8J9zCn4,"['*Также на канале есть видео как сделать арбуз, малину и клубнику - переходите, смотрите, подписывайтесь!*', 'Как найти Collor Ramp на русском?', 'Вроде можно через pointiness грани покрасить а не подгонять полоски, но не уверен', 'Подскажи, почему когда я в шэйдер эдитор нажимаю контрл+Т, то не создается два нода дополнительных?', 'го ананас', 'Спасибо за видео!)', 'Мэн, не бросай это дело, твой канал многому научит начинающих. Спасибо тебе', '0:35 ну на этом можно было розовый sss накинуть и готово)))', 'так теперь банан', 'С П А С И Б О ! ! !']"
105,EUgpOan_cGs,"['*Также на канале есть видео про малину и клубнику*', 'а рендерить как?', 'А дерево как сделать?', 'Спасибо за видос,хорошо объясняешь,все понятно.', 'Мне арбуза захотелось. Очень круто', 'Спасибо за видео)', 'Предупредите, что для работы ctrl+t нужно включить какой-то аддон', 'Господи как же это круто уметь делать подобные штоки типа малины и клубники нодами в материалах и геометрических нодах !  Сколько ушло на это времени на изучение ? Я тоже умею делать все эти штуки но только руками без умных нод) Поминаю что ноды могут существенно сэкономить время если нужно делать однообразные операции или где действия будут повторяться.', 'класс']"
106,GsICYE3jPUA,"['*Видео про малину **https://youtu.be/t6HGMuuFDTo*', 'Первый туториал где не удаляют начальный куб', 'Класс ! А можешь мяту сделать и лимон?', 'здравствауйти меня зовут Роман проблема тут у меня,когда обьединяю все обьекты чтобы вращать удобнее то все модификаторы слетают и когда делаю копию клубники то же самое', 'Что делать, если сделал все по видео, но семечки не рисует на клубнике?', 'Что если CTRL + J не работает?! Что бы семки в одну сделать', 'Cпасибо за видос, очень информативно и без лишней воды... так держать! подписался, поставил лайк))))', 'сейчас бы скриншоты в комментарии кидать', 'А можете рассказать как накинуть на клубнику cartoon shaider? Пожааалуйста 🥰❤', 'Спасибо! Первый раз открыла блендер и за 2 дня сделала! Сложновато, зато сразу всё запоминанешь, и классно что не рассусоливаете, мозгу приходится напрячься и поработать :)']"
107,t6HGMuuFDTo,"['*Blender 3.0 - Point Instance переименовали в Instances on Points*\n*Видео про клубнику **https://youtu.be/GsICYE3jPUA*', 'подскажите пожалуйста в чем может быть проблема- пытаюсь превратить шарики в объект,вместо этого все копируется только в миниатюре.', 'Ни одного геометрического нода, которые в этом видео, у меня нет в версии 3.1 Есть instances on Piont, но там нет выбора объекта.', 'Куда point instance дели в blender 3.2?', '1:10 \nУ меня нет такого поинта', 'На фига столько слов без дела, люди смотрят рецепт, а не фигню вашу.', 'Blender 2.92.0. Партиклы не работают от слова совсем, даже когда ты просто их включаешь, нет этих стандартных ""волос"". Всё делаю по видео уже 3-4 раз', 'прикольно!!', 'Я из-за этого ремеша уже 3 раза перезапускаю компьютер', '((']"
108,m-7VfUG8iys,"['Вопрос: на 12:45 Вы ставите ключевые кадры 12. Почему именно 12 , и за что отвечает ? Спасибо.', 'Чотка, всё так просто оказывается.', 'Очень круто, лайк. Так даже можно сделать щелчок Таноса)', 'Крутой урок! Где вы такому научились?', 'Добрый день. Подскажите, пожалуйста, не светится меш при добавлении материала in на cutter. Ничего не происходит. В чем может быть проблема?', 'Если хотите сделать так с текстом просто преобразуйте его в меш правой кнопкой мыши.', 'Можно вопрос ? Как применить булен для объекта состоящего из множество других объектов без ремеша? Они все с текстурами , три группы текстур', 'Помогите исчезает старый объект при нарисовке другово! Что за такое', 'а чого чат виключиний', 'а как можно поменять  количество частиц \nпросто я когда закончил понел что 90 000 это много и хотел поменять на 50 000 но нельзя']"
109,EI9jsOxwSBk,"['На канале расшарил *плейлист с музлом* , может кому-то будет интересно)))\nЕще у меня есть *несколько своих треков* вот здесь https://youtube.com/RTDoxMusic', 'спасибо, очень быстро и поянтно', 'СПАСИБО ТЕБЕ ОГРОМНОЕ!!!!! УРААААА! Я БУДУ ДЕЛАТЬ ОФИГЕННЫЕ НФТ!!!!', 'На какую клавишу открыть insert keyframe menu', 'Спасибо, замечательное видео! Подскажите пожалуйста какие клавиши вы нажимаете, чтобы создать анимацию вращения на 360 ?', 'Спасибо. часы поиска важной информации увенчались успехом: я нашёл Ваш ролик!', 'а как вращать,', 'Круто! Действительно, это проще, чем создавать констрейнт! Главное вообще задача решается без каких-либо других сущностей, обычными отношениями parent-child!', 'А как вращать обьект по диагональной орбите? Например кольцо вокруг планеты не горизонтально плоскости а под углом ?', 'Рекомендую записать урок по настройке камеры в обеспечение исключения ее вращения при вращении вокруг обьектов. Я в свое время натра—-@-@-@ся с настройкой камеры, чтобы когда ты ее выставляешь под любым углом, ее обьектив не терял вертикальную ориентацию относительно снимаемого объекта)']"
110,WnhxZ2q7XcY,"['ЗдОрово! Спасибо! Очень круто. Всё получилось. Но... В версии 3.0 ноды изменились. И, не сочтите за рекламу, я нашёл решение в уроке другого CG - https://youtu.be/jowGe1nLgO0 там он показал, как включить параллельно и старую версию нодов. Автор, поставь в описание к видео эту ссылку.', 'И почему не паказали как добавить цветы и на траву?', 'Скажите пожалуйста, почему при добавлении Point Instance у меня появляется один большой цветок над надписью? Где я могла допустить ошибку?', 'NO коммент 👍', 'на версии 3.0 уже все ноды другие(', 'Арти, как всегда - супер! Спасибо тебе за видео!!! 🤝🏻', 'не пк загнал  оказца', 'а только у меня звук отстает или у всех', 'спасибо за видео', 'Артидокс , у меня почему-то на 17:00 цветы вообще никак не реагируют на движении пустышки, помогите пожалуйста']"
111,H_R4yug-01s,"['Привет! Красиво получилось. А как сделать что бы после прохождения кристаллов осталась светящаяся надпись?', 'Кристалы с заставки при загрузке 3д с максимальной или автокада', 'супер, очень помогло, теперь доделаю свою задумку)))', 'класс!!! спасибо 😍🤩😃', 'Очень даже интересно получилось.', 'видел эту анимацию у Polyfjord) спасибо что разобрался и рассказал как это делается на русском языке)', 'Спасибо тебе добрый человек! Почему так мало лайков? Не понимаю', 'Круто))))) \nТак держать)))) Не бросай канал, очень хороший контент для блендера )))  \n\nПопробуй как-то сделать своему големчику большую дубину , думаю будет смотреться огонь  🤣🤣🤣🤣', 'Хорошо что ссылка на ориг есть, а то меня начали терзать смутные флешбеки', 'Отлично!!!!! Если есть такая возможность, ролик по кинематике, в частности видам движения - по формулам, вокруг оси и т.д. И очень интересно, как Вы видите применение скриптов, в частности движение с учетом рельефа -допустим колесо по камням. Еще раз огромное спасибо!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!']"
112,oJ3d79YwGMQ,"['кстати сейчас можно и в EVEE сразу сделать АО, если в настройках рендера поставить галочку напротив Ambient Oclussion', 'Делал всё по твоему гайду но почему то затемнений нет', 'Здравствуйте, а как подключить AO готовую карту из Sabstance Painter, тоже через mixrgb?', 'AO  в блендере - багованная хуйня, не переваривает бевел. Пойнтинесс на хардсерфе творит ересь. Так что удачи с Блендером)', 'Спасибо большое за полезное видео, как раз искал информацию про Ambient Occlusion в рендере', 'Спасибо!', 'Нифига не выходит\nhttps://imgur.com/fiaK7AO', 'Дякуємо Вам!!!!', 'Респект +', 'Спасибо большое!!!!!!!!!!!!!!!!']"
113,2hfmkXPBBoA,"['Читайте описание видео. Есть мысли по этому поводу?', 'Круто, доступно, лаконично, красиво!\n И, может в курсе, почему не могу применить модификатор, пишет:\nневозможно применить модификатор к данным с несколькими пользователями?', 'Снимайте Shorts, чтобы добавить просмотров! Тысяча подписчиков ничего не даст в плане монетизации, если не будет 4000 часов просмотров!', 'а когда новый видос, например по геометри нодс?', 'Сделай урок по заставкам.', 'не шарю за такие вещи, мб путь тебе в сообщество блендер в телеге?)', 'Автор, возьми под свое крыло меня, для обучения и изучения блендера. Реально круто получается, есть большой потенциал)', 'Запилите, пожалуйста какую-то аннимашку к 8 Марта. Всмысле, вместе с уроком. А мы подарим свои работы нашим дамам ! ;)', 'С ромашками читается как Anidox 🙃', 'где такие цветочки взял? Мне как раз подобные нужны)))']"
114,sma1UVOTdb0,"['В Quick effects не высвечивается cell fracture. Что делать, можете подсказать', 'Начало - эпик 😀', 'У меня в пустом проекте все работает нормально, но в основном проекте работает только на высоте 0 м по Z.  Если спуститься несколько ниже (это необходимо) то осколки начинают с неистовой скоростью улетать вниз, вне зависимости от пола и положения форса. Что делать???', 'Пока не накидываешь огонь на осколки взрыв происходит, как только пытаешься анимировать огонь нет ни огня ни взрыва.', 'всё реалистично? Слава богу я в другой реальности живу по ходу)))\nогонь и дым отвратны, а так то ладно', 'круто! 👍👌💪🖖✌', 'Полезная информация спс.', 'Очень информативно и полезно,  спасибо за урок :)', 'расскажи в следующем ролике про все используемые тобой аддоны', 'Вау! Круто! - Имено так я сказал бы в 2003-м)) \nНо всё равно за видос спасибо']"
